trial_indices,leftP,rightP,choices,rewarded
0,0.2,0.85,0,1
1,0.2,0.85,0,0
2,0.2,0.85,0,1
3,0.2,0.85,0,0
4,0.2,0.85,0,0
5,0.2,0.85,0,0
6,0.2,0.85,0,0
7,0.2,0.85,0,0
8,0.2,0.85,0,0
9,0.2,0.85,0,0
10,0.2,0.85,0,1
11,0.2,0.85,0,0
12,0.2,0.85,0,0
13,0.2,0.85,0,0
14,0.2,0.85,0,0
15,0.2,0.85,0,0
16,0.2,0.85,0,0
17,0.2,0.85,0,1
18,0.2,0.85,0,0
19,0.2,0.85,0,0
20,0.2,0.85,0,1
21,0.2,0.85,0,0
22,0.2,0.85,0,0
23,0.2,0.85,1,1
24,0.2,0.85,0,1
25,0.2,0.85,0,0
26,0.2,0.85,0,0
27,0.2,0.85,0,0
28,0.2,0.85,1,1
29,0.2,0.85,1,1
30,0.2,0.85,1,0
31,0.2,0.85,1,1
32,0.2,0.85,1,1
33,0.2,0.85,1,1
34,0.2,0.85,1,0
35,0.2,0.85,1,1
36,0.2,0.85,1,1
37,0.2,0.85,1,1
38,0.2,0.85,0,0
39,0.2,0.85,0,0
40,0.2,0.85,0,0
41,0.2,0.85,0,0
42,0.2,0.85,0,1
43,0.2,0.85,0,0
44,0.2,0.85,0,0
45,0.2,0.85,0,0
46,0.2,0.85,0,0
47,0.2,0.85,0,0
48,0.2,0.85,1,1
49,0.2,0.85,0,0
50,0.2,0.85,0,0
51,0.2,0.85,0,1
52,0.2,0.85,1,1
53,0.2,0.85,1,1
54,0.2,0.85,0,0
55,0.2,0.85,0,0
56,0.2,0.85,0,1
57,0.2,0.85,0,0
58,0.2,0.85,0,0
59,0.2,0.85,0,0
60,0.2,0.85,0,0
61,0.2,0.85,0,0
62,0.2,0.85,0,0
63,0.2,0.85,1,1
64,0.2,0.85,0,1
65,0.2,0.85,0,0
66,0.2,0.85,0,0
67,0.2,0.85,0,0
68,0.2,0.85,0,1
69,0.2,0.85,0,0
70,0.2,0.85,0,0
71,0.2,0.85,1,1
